"Code","Year","Entity","Fossil.fuels..TWh.growth...sub.method.","Coal..TWh.growth...sub.method.","Gas..TWh.growth...sub.method.","Oil..TWh.growth...sub.method.","region","sub.region"
"BEL",2012,"Belgium",-12.299,-2.386,2.16,-12.072,"Europe","Western Europe"
"BEL",2005,"Belgium",-10.477,-5.289,-2.945,-2.243,"Europe","Western Europe"
"BGD",1987,"Bangladesh",5.25,0.494,5.086,-0.33,"Asia","Southern Asia"
"BGD",1975,"Bangladesh",2.205,0.198,0.035,1.972,"Asia","Southern Asia"
"BGD",2017,"Bangladesh",13.256,1.924,1.417,9.915,"Asia","Southern Asia"
"BGD",2014,"Bangladesh",13.072,-5.441,10.695,7.819,"Asia","Southern Asia"
"BGD",2016,"Bangladesh",5.04,-8.074,5.969,7.145,"Asia","Southern Asia"
"BGD",1973,"Bangladesh",3.301,0.326,1.686,1.289,"Asia","Southern Asia"
"BGD",1988,"Bangladesh",6.125,0.041,6.045,0.039,"Asia","Southern Asia"
"BGD",1974,"Bangladesh",0.899,-0.157,0.605,0.451,"Asia","Southern Asia"
"BGD",1986,"Bangladesh",5.117,0.291,3.29,1.537,"Asia","Southern Asia"
"BGD",2007,"Bangladesh",4.834,-2.332,9.73,-2.563,"Asia","Southern Asia"
"BGD",1976,"Bangladesh",3.228,-0.017,2.128,1.117,"Asia","Southern Asia"
"BGD",1982,"Bangladesh",4.103,0.314,4.061,-0.272,"Asia","Southern Asia"
"BGD",1993,"Bangladesh",8.281,-0.616,6.132,2.765,"Asia","Southern Asia"
"BGD",1983,"Bangladesh",-0.862,-0.781,1.992,-2.074,"Asia","Southern Asia"
"BGD",2019,"Bangladesh",76.521,11.664,69.27,-4.413,"Asia","Southern Asia"
"BGD",2018,"Bangladesh",25.226,3.554,8.363,13.309,"Asia","Southern Asia"
"BGD",1977,"Bangladesh",0.861,0.064,1.023,-0.226,"Asia","Southern Asia"
"BGD",1978,"Bangladesh",1.914,-0.047,1.023,0.937,"Asia","Southern Asia"
"BGD",2012,"Bangladesh",19.379,-2.258,17.541,4.096,"Asia","Southern Asia"
"BGD",1996,"Bangladesh",4.009,-1.686,4.941,0.753,"Asia","Southern Asia"
"BGD",2009,"Bangladesh",23.481,2.719,23.703,-2.941,"Asia","Southern Asia"
"BGD",1979,"Bangladesh",2.92,-0.372,1.64,1.652,"Asia","Southern Asia"
"BGD",2010,"Bangladesh",4.96,-4.939,5.07,4.829,"Asia","Southern Asia"
"BGD",1972,"Bangladesh",7.267,1.087,4.396,1.784,"Asia","Southern Asia"
"BGD",1998,"Bangladesh",7.237,-2.674,5.732,4.179,"Asia","Southern Asia"
"BGD",2013,"Bangladesh",8.897,4.097,6.165,-1.365,"Asia","Southern Asia"
"BGD",1980,"Bangladesh",4.123,0.363,1.582,2.179,"Asia","Southern Asia"
"BGD",2008,"Bangladesh",11.658,0.545,10.401,0.713,"Asia","Southern Asia"
"BGD",1994,"Bangladesh",4.548,-0.023,3.483,1.088,"Asia","Southern Asia"
"BGD",1997,"Bangladesh",5.747,1.709,-1.232,5.27,"Asia","Southern Asia"
"BGD",2011,"Bangladesh",21.306,4.24,3.284,13.782,"Asia","Southern Asia"
"BGD",1995,"Bangladesh",17.823,3.389,6.438,7.997,"Asia","Southern Asia"
"BGD",2015,"Bangladesh",54.202,21.711,28.318,4.173,"Asia","Southern Asia"
"BGD",2002,"Bangladesh",5.657,0.18,5.279,0.198,"Asia","Southern Asia"
"BGD",1992,"Bangladesh",6.58,-0.064,4.263,2.381,"Asia","Southern Asia"
"BGD",1985,"Bangladesh",5.299,0.162,3.08,2.057,"Asia","Southern Asia"
"BGD",1981,"Bangladesh",0.137,0.04,-0.505,0.602,"Asia","Southern Asia"
"BGD",2001,"Bangladesh",18.762,0.233,10.85,7.679,"Asia","Southern Asia"
"BGD",1999,"Bangladesh",1.521,-0.546,6.939,-4.872,"Asia","Southern Asia"
"BGD",1989,"Bangladesh",4.313,0.058,2.298,1.958,"Asia","Southern Asia"
"BGD",1991,"Bangladesh",-2.466,-2.226,1.365,-1.605,"Asia","Southern Asia"
"BGD",1990,"Bangladesh",4.349,1.819,3.243,-0.714,"Asia","Southern Asia"
"BGD",2004,"Bangladesh",5.857,0.006,8.618,-2.767,"Asia","Southern Asia"
"BGD",2006,"Bangladesh",15.836,4.336,11,0.5,"Asia","Southern Asia"
"BGD",1984,"Bangladesh",2.557,-0.611,3.033,0.135,"Asia","Southern Asia"
"BGD",2000,"Bangladesh",9.384,3.302,6.778,-0.696,"Asia","Southern Asia"
"BGD",2003,"Bangladesh",9.619,-0.186,8.073,1.732,"Asia","Southern Asia"
"BGD",2005,"Bangladesh",13.804,4.279,9.231,0.293,"Asia","Southern Asia"
"BGR",1988,"Bulgaria",-2.299,-8.234,-1.699,7.634,"Europe","Eastern Europe"
"BGR",1967,"Bulgaria",20.74,6.176,1.716,12.848,"Europe","Eastern Europe"
"BGR",1974,"Bulgaria",5.773,-1.628,2.302,5.099,"Europe","Eastern Europe"
"BGR",1970,"Bulgaria",22.365,8.001,-0.397,14.76,"Europe","Eastern Europe"
"BGR",2010,"Bulgaria",2.861,6.254,2.459,-5.852,"Europe","Eastern Europe"
"BGR",1977,"Bulgaria",10.883,-0.372,5.455,5.8,"Europe","Eastern Europe"
"BGR",1990,"Bulgaria",-25.163,-18.393,3.594,-10.364,"Europe","Eastern Europe"
"BGR",1992,"Bulgaria",-10.513,4.427,-6.098,-8.843,"Europe","Eastern Europe"
"BGR",1986,"Bulgaria",9.503,3.268,-0.373,6.608,"Europe","Eastern Europe"
"BGR",1984,"Bulgaria",-2.887,0.174,2.406,-5.467,"Europe","Eastern Europe"
"BGR",1998,"Bulgaria",-8.571,-4.807,-7.046,3.281,"Europe","Eastern Europe"
"BGR",1989,"Bulgaria",0.793,2.314,1.699,-3.22,"Europe","Eastern Europe"
"BGR",1991,"Bulgaria",-58.126,-10.196,-9.798,-38.132,"Europe","Eastern Europe"
"BGR",1995,"Bulgaria",10.78,0.011,9.077,1.693,"Europe","Eastern Europe"
"BGR",1971,"Bulgaria",8.585,-1.21,-0.795,10.59,"Europe","Eastern Europe"
"BGR",1972,"Bulgaria",6.543,2.826,-0.939,4.655,"Europe","Eastern Europe"
"BGR",2016,"Bulgaria",-8.486,-10.012,1.247,0.278,"Europe","Eastern Europe"
"BGR",2000,"Bulgaria",-5.075,-6.06,2.79,-1.805,"Europe","Eastern Europe"
"BGR",2013,"Bulgaria",-15.918,-11.302,-0.968,-3.647,"Europe","Eastern Europe"
"BGR",1968,"Bulgaria",19.717,6.745,1.356,11.616,"Europe","Eastern Europe"
"BGR",1973,"Bulgaria",7.351,0.733,0.015,6.604,"Europe","Eastern Europe"
"BGR",1994,"Bulgaria",-12.317,-8.219,0.017,-4.115,"Europe","Eastern Europe"
"BGR",1981,"Bulgaria",-13.059,1.628,3.248,-17.935,"Europe","Eastern Europe"
"BGR",1983,"Bulgaria",-3.055,-0.43,2.262,-4.886,"Europe","Eastern Europe"
"BGR",1980,"Bulgaria",16.592,4.919,8.212,3.461,"Europe","Eastern Europe"
"BGR",1975,"Bulgaria",19.565,4.547,7.044,7.974,"Europe","Eastern Europe"
"BGR",2004,"Bulgaria",-5.757,-3.822,-0.634,-1.3,"Europe","Eastern Europe"
"BGR",2017,"Bulgaria",7.963,4.776,0.886,2.301,"Europe","Eastern Europe"
"BGR",2019,"Bulgaria",-4.117,-5.515,-1.921,3.318,"Europe","Eastern Europe"
"BGR",2003,"Bulgaria",12.662,9.189,1.44,2.033,"Europe","Eastern Europe"
"BGR",2018,"Bulgaria",-9.466,-7.553,-1.907,-0.006,"Europe","Eastern Europe"
"BGR",1969,"Bulgaria",17.551,0.454,0.157,16.941,"Europe","Eastern Europe"
"BGR",1993,"Bulgaria",9.088,6.921,-3.276,5.443,"Europe","Eastern Europe"
"BGR",1979,"Bulgaria",9.677,3.035,1.879,4.762,"Europe","Eastern Europe"
"BGR",1976,"Bulgaria",7.3,-6.687,8.462,5.526,"Europe","Eastern Europe"
"BGR",2009,"Bulgaria",-28.55,-13.871,-9.658,-5.022,"Europe","Eastern Europe"
"BGR",1985,"Bulgaria",-0.669,4.908,4.463,-10.04,"Europe","Eastern Europe"
"BGR",1966,"Bulgaria",8.61,2.175,0.277,6.159,"Europe","Eastern Europe"
"BGR",2011,"Bulgaria",15.759,14.097,3.872,-2.21,"Europe","Eastern Europe"
"BGR",2008,"Bulgaria",-6.578,-4.305,0.002,-2.275,"Europe","Eastern Europe"
"BGR",2006,"Bulgaria",4.088,1.24,0.993,1.855,"Europe","Eastern Europe"
"BGR",2005,"Bulgaria",9.865,-1.686,6.465,5.087,"Europe","Eastern Europe"
"BGR",2007,"Bulgaria",9.272,10.22,0.262,-1.209,"Europe","Eastern Europe"
"BGR",2002,"Bulgaria",-9.067,-6.599,-3.246,0.778,"Europe","Eastern Europe"
"BGR",1982,"Bulgaria",5.154,5.42,4.289,-4.554,"Europe","Eastern Europe"
"BGR",1997,"Bulgaria",-13.627,12.432,-10.937,-15.122,"Europe","Eastern Europe"
"BGR",1987,"Bulgaria",0.998,-0.105,6.138,-5.035,"Europe","Eastern Europe"
"BGR",1996,"Bulgaria",-4.053,-0.379,1.145,-4.82,"Europe","Eastern Europe"
"BGR",1978,"Bulgaria",12.255,6.059,1.685,4.511,"Europe","Eastern Europe"
"BGR",2014,"Bulgaria",7.434,4.726,-0.183,2.891,"Europe","Eastern Europe"
"BGR",2015,"Bulgaria",11.104,2.385,2.642,6.077,"Europe","Eastern Europe"
"BGR",1999,"Bulgaria",-26.611,-16.995,-4.823,-4.793,"Europe","Eastern Europe"
"BGR",2012,"Bulgaria",-13.79,-13.716,-2.082,2.009,"Europe","Eastern Europe"
"BGR",2001,"Bulgaria",8.313,10.235,-5.429,3.508,"Europe","Eastern Europe"
"BLR",1996,"Belarus",6.397,2.365,6.122,-2.09,"Europe","Eastern Europe"
"BLR",2017,"Belarus",4.573,0.325,4.212,0.036,"Europe","Eastern Europe"
"BLR",1993,"Belarus",-82.851,-2.76,-11.345,-68.745,"Europe","Eastern Europe"
"BLR",2012,"Belarus",24.134,0.181,1.839,22.114,"Europe","Eastern Europe"
"BLR",1989,"Belarus",-15.744,-0.524,6.122,-21.342,"Europe","Eastern Europe"
"BLR",2018,"Belarus",18.293,0.495,11.055,6.743,"Europe","Eastern Europe"
"BLR",1988,"Belarus",6.786,1.906,15.717,-10.837,"Europe","Eastern Europe"
"BLR",2011,"Belarus",-1.659,1.511,-15.022,11.852,"Europe","Eastern Europe"
"BLR",1987,"Belarus",6.781,-0.761,11.355,-3.812,"Europe","Eastern Europe"
"BLR",2000,"Belarus",6.846,-0.085,8.724,-1.794,"Europe","Eastern Europe"
"BLR",2016,"Belarus",-1.62,0.85,-1.114,-1.356,"Europe","Eastern Europe"
"BLR",1994,"Belarus",-55.542,-5.026,-18.347,-32.168,"Europe","Eastern Europe"
"BLR",2014,"Belarus",9.331,-0.078,-1.488,10.897,"Europe","Eastern Europe"
"BLR",2008,"Belarus",3.361,-0.548,4.699,-0.79,"Europe","Eastern Europe"
"BLR",2009,"Belarus",-15.864,-0.356,-30.095,14.587,"Europe","Eastern Europe"
"BLR",2006,"Belarus",17.817,-0.835,3.921,14.731,"Europe","Eastern Europe"
"BLR",1999,"Belarus",-6.77,-0.907,2.621,-8.484,"Europe","Eastern Europe"
"BLR",1995,"Belarus",-25.739,-0.694,-12.225,-12.82,"Europe","Eastern Europe"
"BLR",1992,"Belarus",-23.694,-3.923,21.83,-41.601,"Europe","Eastern Europe"
"BLR",1997,"Belarus",2.572,0.723,17.458,-15.609,"Europe","Eastern Europe"
"BLR",1998,"Belarus",-5.61,-1.593,1.75,-5.767,"Europe","Eastern Europe"
"BLR",2002,"Belarus",7.413,-0.471,4.362,3.522,"Europe","Eastern Europe"
"BLR",2010,"Belarus",17.393,0.331,37.964,-20.902,"Europe","Eastern Europe"
"BLR",2007,"Belarus",-7.177,0.936,0.768,-8.88,"Europe","Eastern Europe"
"BLR",2019,"Belarus",2.533,0.685,-0.508,2.356,"Europe","Eastern Europe"
"BLR",1990,"Belarus",-19.088,-3.382,7.943,-23.649,"Europe","Eastern Europe"
"BLR",1991,"Belarus",-4.798,-1.237,6.024,-9.585,"Europe","Eastern Europe"
"BLR",2015,"Belarus",-27.079,-1.073,-12.225,-13.781,"Europe","Eastern Europe"
"BLR",2005,"Belarus",-1.034,0.754,4.683,-6.471,"Europe","Eastern Europe"
"BLR",2003,"Belarus",-1.142,-0.461,-2.621,1.94,"Europe","Eastern Europe"
"BLR",2004,"Belarus",32.231,-0.151,32.537,-0.155,"Europe","Eastern Europe"
"BLR",2013,"Belarus",-38.473,0.565,-1.398,-37.64,"Europe","Eastern Europe"
"BLR",2001,"Belarus",-6.44,-3.263,-0.871,-2.306,"Europe","Eastern Europe"
"BLR",1986,"Belarus",57.795,2.36,1.657,53.778,"Europe","Eastern Europe"
"BRA",1992,"Brazil",54.85,-3.784,4.343,54.291,"Americas","Latin America and the Caribbean"
"BRA",1990,"Brazil",-25.384,-13.671,-3.094,-8.62,"Americas","Latin America and the Caribbean"
"BRA",1979,"Brazil",37.438,4.994,0.76,31.684,"Americas","Latin America and the Caribbean"
"BRA",1991,"Brazil",25.329,16.343,1.245,7.74,"Americas","Latin America and the Caribbean"
"BRA",1995,"Brazil",47.65,6.398,4.913,36.339,"Americas","Latin America and the Caribbean"
"BRA",2006,"Brazil",28.656,-2.111,10.427,20.34,"Americas","Latin America and the Caribbean"
"BRA",2003,"Brazil",-7.743,5.408,17.31,-30.462,"Americas","Latin America and the Caribbean"
"BRA",1971,"Brazil",31.031,0.188,0.466,30.377,"Americas","Latin America and the Caribbean"
"BRA",2008,"Brazil",90.445,2.261,38.593,49.591,"Americas","Latin America and the Caribbean"
"BRA",1982,"Brazil",16.01,3.834,3.913,8.263,"Americas","Latin America and the Caribbean"
"BRA",1984,"Brazil",28.747,18.755,2.889,7.104,"Americas","Latin America and the Caribbean"
"BRA",1993,"Brazil",40.305,3.756,6.351,30.199,"Americas","Latin America and the Caribbean"
"BRA",1968,"Brazil",39.882,-0.361,0.039,40.204,"Americas","Latin America and the Caribbean"
"BRA",1975,"Brazil",22.453,5.913,0.335,16.206,"Americas","Latin America and the Caribbean"
"BRA",1980,"Brazil",-15.303,5.716,1.47,-22.489,"Americas","Latin America and the Caribbean"
"BRA",2005,"Brazil",24.111,-5.572,8.046,21.637,"Americas","Latin America and the Caribbean"
"BRA",1996,"Brazil",65.044,4.389,5.323,55.332,"Americas","Latin America and the Caribbean"
"BRA",1994,"Brazil",59.965,3.395,3.997,52.572,"Americas","Latin America and the Caribbean"
"BRA",1988,"Brazil",14.822,2.713,0.223,11.886,"Americas","Latin America and the Caribbean"
"BRA",2012,"Brazil",91.267,-1.873,50.931,42.209,"Americas","Latin America and the Caribbean"
"BRA",2007,"Brazil",57.795,8.898,6.319,42.578,"Americas","Latin America and the Caribbean"
"BRA",1972,"Brazil",51.363,1.503,0.476,49.383,"Americas","Latin America and the Caribbean"
"BRA",2001,"Brazil",40.364,-2.393,25.817,16.941,"Americas","Latin America and the Caribbean"
"BRA",1967,"Brazil",7.005,0.733,0.078,6.194,"Americas","Latin America and the Caribbean"
"BRA",2011,"Brazil",90.17,11.472,-0.934,79.632,"Americas","Latin America and the Caribbean"
"BRA",1970,"Brazil",38.232,3.526,0.055,34.651,"Americas","Latin America and the Caribbean"
"BRA",1974,"Brazil",40.157,1.794,1.855,36.508,"Americas","Latin America and the Caribbean"
"BRA",1977,"Brazil",24.631,10.66,1.196,12.775,"Americas","Latin America and the Caribbean"
"BRA",2009,"Brazil",-91.395,-30.925,-49.923,-10.547,"Americas","Latin America and the Caribbean"
"BRA",1985,"Brazil",31.893,17.957,5.221,8.716,"Americas","Latin America and the Caribbean"
"BRA",1976,"Brazil",45.44,2.501,0.639,42.3,"Americas","Latin America and the Caribbean"
"BRA",2010,"Brazil",212.851,38.991,69.082,104.779,"Americas","Latin America and the Caribbean"
"BRA",2015,"Brazil",-69.304,1.211,22.811,-93.326,"Americas","Latin America and the Caribbean"
"BRA",2016,"Brazil",-150.134,-19.831,-58.487,-71.816,"Americas","Latin America and the Caribbean"
"BRA",1989,"Brazil",5.132,-0.976,0.852,5.257,"Americas","Latin America and the Caribbean"
"BRA",1966,"Brazil",17.84,1.686,0.087,16.067,"Americas","Latin America and the Caribbean"
"BRA",1983,"Brazil",-17.541,8.845,4.592,-30.978,"Americas","Latin America and the Caribbean"
"BRA",2000,"Brazil",12.417,9.374,19.165,-16.121,"Americas","Latin America and the Caribbean"
"BRA",1973,"Brazil",87.09,-0.517,0.253,87.354,"Americas","Latin America and the Caribbean"
"BRA",1986,"Brazil",67.96,1.444,4.248,62.267,"Americas","Latin America and the Caribbean"
"BRA",1978,"Brazil",59.79,7.549,1.906,50.335,"Americas","Latin America and the Caribbean"
"BRA",1999,"Brazil",29.799,1.768,12.249,15.782,"Americas","Latin America and the Caribbean"
"BRA",2019,"Brazil",-1.301,-11.183,-0.813,10.695,"Americas","Latin America and the Caribbean"
"BRA",1998,"Brazil",42.161,-2.931,3.007,42.086,"Americas","Latin America and the Caribbean"
"BRA",2004,"Brazil",71.394,7.238,30.752,33.404,"Americas","Latin America and the Caribbean"
"BRA",2013,"Brazil",151.465,13.847,58.062,79.556,"Americas","Latin America and the Caribbean"
"BRA",2018,"Brazil",-77.061,-1.845,-17.412,-57.804,"Americas","Latin America and the Caribbean"
"BRA",2014,"Brazil",79.634,12.123,22.727,44.784,"Americas","Latin America and the Caribbean"
"BRA",1997,"Brazil",74.856,0.852,4.997,69.006,"Americas","Latin America and the Caribbean"
"BRA",2017,"Brazil",34.764,10.125,5.441,19.197,"Americas","Latin America and the Caribbean"
"BRA",1987,"Brazil",28.118,5.562,3.487,19.068,"Americas","Latin America and the Caribbean"
"BRA",1981,"Brazil",-31.573,-1.487,-1.044,-29.042,"Americas","Latin America and the Caribbean"
"BRA",1969,"Brazil",25.992,2.582,0.039,23.372,"Americas","Latin America and the Caribbean"
"BRA",2002,"Brazil",-3.627,-4.778,22.301,-21.15,"Americas","Latin America and the Caribbean"
"CAN",1972,"Canada",82.064,-10.548,46.13,46.483,"Americas","Northern America"
"CAN",1984,"Canada",96.226,33.156,53.626,9.444,"Americas","Northern America"
"CAN",1988,"Canada",124.973,22.934,55.606,46.433,"Americas","Northern America"
"CAN",1990,"Canada",-51.296,-17.115,-20.177,-14.004,"Americas","Northern America"
"CAN",1992,"Canada",62.22,5.713,38.543,17.964,"Americas","Northern America"
"CAN",2006,"Canada",-37.956,-10.319,-12.985,-14.653,"Americas","Northern America"
"CAN",1989,"Canada",84.047,-0.7,49.306,35.441,"Americas","Northern America"
"CAN",1970,"Canada",99.6,13.502,32.842,53.255,"Americas","Northern America"
"CAN",1975,"Canada",-11.113,-5.013,14.602,-20.702,"Americas","Northern America"
"CAN",2009,"Canada",-166.647,-68.776,-27.701,-70.169,"Americas","Northern America"
"CAN",2007,"Canada",105.328,13.055,56.557,35.716,"Americas","Northern America"
"CAN",1991,"Canada",-59.318,-10.107,4.406,-53.617,"Americas","Northern America"
"CAN",2005,"Canada",-22.865,0.631,-12.741,-10.755,"Americas","Northern America"
"CAN",1993,"Canada",10.143,-34.899,41.528,3.514,"Americas","Northern America"
"CAN",1996,"Canada",46.804,6.397,13.063,27.344,"Americas","Northern America"
"CAN",1967,"Canada",58.908,-1.628,14.692,45.844,"Americas","Northern America"
"CAN",1995,"Canada",74.915,13.264,24.99,36.66,"Americas","Northern America"
"CAN",1974,"Canada",24.22,2.919,4.801,16.5,"Americas","Northern America"
"CAN",1980,"Canada",26.056,46.144,-3.143,-16.945,"Americas","Northern America"
"CAN",2017,"Canada",31.601,-0.779,31.355,1.025,"Americas","Northern America"
"CAN",1977,"Canada",91.332,59.127,22.765,9.44,"Americas","Northern America"
"CAN",1971,"Canada",36.631,-9.746,23.327,23.05,"Americas","Northern America"
"CAN",1979,"Canada",39.217,-11.874,7.525,43.567,"Americas","Northern America"
"CAN",2015,"Canada",-26.054,2.999,1.603,-30.656,"Americas","Northern America"
"CAN",2008,"Canada",-41.304,-10.321,-15.666,-15.317,"Americas","Northern America"
"CAN",1976,"Canada",90.598,33.064,4.096,53.439,"Americas","Northern America"
"CAN",1978,"Canada",-22.894,-48.334,4.667,20.773,"Americas","Northern America"
"CAN",2012,"Canada",-53.358,-12.837,-3.213,-37.309,"Americas","Northern America"
"CAN",2014,"Canada",59.789,-13.244,53.289,19.743,"Americas","Northern America"
"CAN",2013,"Canada",67.521,-3.618,70.539,0.6,"Americas","Northern America"
"CAN",2010,"Canada",116.84,14.889,17.148,84.804,"Americas","Northern America"
"CAN",1966,"Canada",51.449,-3.536,20.541,34.444,"Americas","Northern America"
"CAN",2000,"Canada",69.839,19.615,50.293,-0.069,"Americas","Northern America"
"CAN",1994,"Canada",58.277,16.659,25.447,16.171,"Americas","Northern America"
"CAN",1982,"Canada",-61.425,14.928,28.48,-104.833,"Americas","Northern America"
"CAN",1998,"Canada",30.775,22.688,-13.484,21.571,"Americas","Northern America"
"CAN",2001,"Canada",-21.817,14.057,-51.785,15.911,"Americas","Northern America"
"CAN",2003,"Canada",61.903,-0.775,23.183,39.495,"Americas","Northern America"
"CAN",1973,"Canada",82.886,5.28,26.384,51.222,"Americas","Northern America"
"CAN",2011,"Canada",93.085,-30.041,92.503,30.623,"Americas","Northern America"
"CAN",1986,"Canada",-42.79,-22.808,-21.346,1.364,"Americas","Northern America"
"CAN",1999,"Canada",61.807,-13.414,54.341,20.879,"Americas","Northern America"
"CAN",2002,"Canada",67.499,2.278,34.243,30.977,"Americas","Northern America"
"CAN",1997,"Canada",68.869,14.216,15.474,39.179,"Americas","Northern America"
"CAN",1969,"Canada",58.168,-6.559,32.976,31.752,"Americas","Northern America"
"CAN",1985,"Canada",15.001,-12.581,26.485,1.097,"Americas","Northern America"
"CAN",2004,"Canada",0.428,-22.432,-19.65,42.51,"Americas","Northern America"
"CAN",1981,"Canada",-78.927,5.426,-14.764,-69.589,"Americas","Northern America"
"CAN",1987,"Canada",61.641,21.601,6.615,33.424,"Americas","Northern America"
"CAN",1968,"Canada",90.398,15.107,28.604,46.687,"Americas","Northern America"
"CAN",1983,"Canada",-68.268,12.871,-23.717,-57.421,"Americas","Northern America"
"CAN",2019,"Canada",-30.174,-25.539,20.331,-24.966,"Americas","Northern America"
"CAN",2018,"Canada",93.776,-35.769,89.575,39.969,"Americas","Northern America"
"CAN",2016,"Canada",-29.836,-14.02,-35.667,19.851,"Americas","Northern America"
"CHE",1973,"Switzerland",12.624,-0.219,0.418,12.426,"Europe","Western Europe"
"CHE",1984,"Switzerland",-2.105,1.292,1.31,-4.706,"Europe","Western Europe"
"CHE",1990,"Switzerland",11.427,0,1.123,10.305,"Europe","Western Europe"
"CHE",1992,"Switzerland",2.085,-1.081,0.98,2.186,"Europe","Western Europe"
"CHE",1995,"Switzerland",-9.024,0.15,2.128,-11.302,"Europe","Western Europe"
"CHE",2001,"Switzerland",11.637,0.072,1.156,10.41,"Europe","Western Europe"
"CHE",1970,"Switzerland",15.262,-1.256,0.383,16.135,"Europe","Western Europe"
"CHE",1991,"Switzerland",4.125,-0.622,2.093,2.655,"Europe","Western Europe"
"CHE",1975,"Switzerland",-4.825,-0.889,2.055,-5.991,"Europe","Western Europe"
"CHE",1977,"Switzerland",2.028,0.417,0.803,0.809,"Europe","Western Europe"
"CHE",2006,"Switzerland",2.931,0.133,-0.894,3.692,"Europe","Western Europe"
"CHE",2008,"Switzerland",10.834,-0.206,2.006,9.034,"Europe","Western Europe"
"CHE",1993,"Switzerland",-9.429,-0.394,0.99,-10.024,"Europe","Western Europe"
"CHE",1994,"Switzerland",4.725,0.025,-0.288,4.988,"Europe","Western Europe"
"CHE",1967,"Switzerland",6.445,-1.919,0,8.364,"Europe","Western Europe"
"CHE",2014,"Switzerland",-19.509,0.036,-4.794,-14.751,"Europe","Western Europe"
"CHE",1996,"Switzerland",6.461,-0.558,1.895,5.124,"Europe","Western Europe"
